"RelativePath","FullPath","Extension","AuthorityTier","LengthBytes","Sha256"
"scripts\publish-readiness-pr.ps1","G:\s43_work\s43_g11_work\scripts\publish-readiness-pr.ps1",".ps1","SCRIPT_SUPPORT","8413","6388d00d0aaba5679ffc36633045e1c513b556f0cea8246f2fbc5e5b825ca008"
"scripts\reject-roadmap-shadow-authorities.ps1","G:\s43_work\s43_g11_work\scripts\reject-roadmap-shadow-authorities.ps1",".ps1","SCRIPT_SUPPORT","571","4fc566ba6f363458c95b447b5d2fb3c9e16415cda3d432c11af431ec54bd4d78"
"scripts\repair-roadmap-authority.ps1","G:\s43_work\s43_g11_work\scripts\repair-roadmap-authority.ps1",".ps1","SCRIPT_SUPPORT","13684","09a15996cf70e9405576cfa63244fbb93282698c288b5259fe5bd3c7c8f6d4b2"
"scripts\repo-status-audit.ps1","G:\s43_work\s43_g11_work\scripts\repo-status-audit.ps1",".ps1","SCRIPT_SUPPORT","17915","232b0210991665c90aa24e651e725342616a3c273fbf6dcb52258a9e298835d4"
"scripts\resolve_next_action.py","G:\s43_work\s43_g11_work\scripts\resolve_next_action.py",".py","CORE_RUNTIME_RESOLVER","11920","04ec1e7a5bdb25d15657e0ba9140201a1473c436488e15ad6eaef5e6049ccf0e"
"scripts\roadmap_generator.py","G:\s43_work\s43_g11_work\scripts\roadmap_generator.py",".py","SCRIPT_SUPPORT","3187","ecbb14694bd2357a451970b32d0cae43d530d4a4c62cfe1f6e85d4e28182e849"
"scripts\roadmap_guard.py","G:\s43_work\s43_g11_work\scripts\roadmap_guard.py",".py","CORE_GUARD","3521","d1e452f461b87132ee1a45a87d018a6d7a4a85d846f1dd69e5eed7ed3b403e27"
"scripts\run-final-readiness-audit.ps1","G:\s43_work\s43_g11_work\scripts\run-final-readiness-audit.ps1",".ps1","SCRIPT_SUPPORT","6067","2bc2415b236eefa7b46bb709c20c920bcca9d0223728ae812b024e9325167877"
"scripts\run-formal-smoke.ps1","G:\s43_work\s43_g11_work\scripts\run-formal-smoke.ps1",".ps1","SCRIPT_SUPPORT","913","93a8a22a47d6228b85d7592cd5b9930eed34a8539b6e16d4009126d0e9b56b4f"
"scripts\run-property-tests.ps1","G:\s43_work\s43_g11_work\scripts\run-property-tests.ps1",".ps1","SCRIPT_SUPPORT","375","f6d6128d9b6ac6adf7d31119ccb3229fa42241e7ada966113b5bf22cf61278e3"
"scripts\run-replay-smoke.ps1","G:\s43_work\s43_g11_work\scripts\run-replay-smoke.ps1",".ps1","SCRIPT_SUPPORT","919","1739825d9242818ae60e420b449773f1995d943625fed93a1f0c237fc61688f9"
"scripts\run-roadmap-authority-gate.ps1","G:\s43_work\s43_g11_work\scripts\run-roadmap-authority-gate.ps1",".ps1","SCRIPT_SUPPORT","381","d6c75eaf1f080f164dfca675b99128e1c1f0dee2581a1f56c0d450ef5b35bcbf"
"scripts\run-static-analysis.ps1","G:\s43_work\s43_g11_work\scripts\run-static-analysis.ps1",".ps1","SCRIPT_SUPPORT","776","6acd970b706f16c717f47d15d767edf600c1200599ffe0d2e8c69a973dab23be"
"scripts\Test-Durability.ps1","G:\s43_work\s43_g11_work\scripts\Test-Durability.ps1",".ps1","SCRIPT_SUPPORT","1833","30fd5b42a242b5da1864ab44816509c0b301abd5afc2e04e0484d307c03dba42"
"scripts\Test-EncodingPolicy.ps1","G:\s43_work\s43_g11_work\scripts\Test-EncodingPolicy.ps1",".ps1","SCRIPT_SUPPORT","4081","1aa15bae240ad4d4bf37c71f21cb0a8bacdf56dce72f340157b1baeca24e8abd"
"scripts\Test-RepoHygiene.ps1","G:\s43_work\s43_g11_work\scripts\Test-RepoHygiene.ps1",".ps1","SCRIPT_SUPPORT","834","414f689b3016774f73d17ef2b931f6e1e6b722bbfb75439724f049b8eef772af"
"scripts\test-roadmap.ps1","G:\s43_work\s43_g11_work\scripts\test-roadmap.ps1",".ps1","SCRIPT_SUPPORT","28324","72f8cd959279494fcff8ccf1a7ff775365e1b917de9e93d220a9aefb5c9065fd"
"scripts\update-roadmap.ps1","G:\s43_work\s43_g11_work\scripts\update-roadmap.ps1",".ps1","SCRIPT_SUPPORT","24826","e337470ef363021ba22143101dead311e4e6bde42b6ab35157038aa0ffd0fc9b"
"scripts\validate_mcp03_invariants.py","G:\s43_work\s43_g11_work\scripts\validate_mcp03_invariants.py",".py","SCRIPT_SUPPORT","3042","c39e9359e5382f1bb85ef20ba72aca7831aef019929db24ab09e0c6e98d503dd"
"scripts\validate-roadmap.ps1","G:\s43_work\s43_g11_work\scripts\validate-roadmap.ps1",".ps1","SCRIPT_SUPPORT","7521","6aa0f9fc6453737e532cb1c1d5b4b5697c50fd498bcb23cb55a1e99882f1d4e6"
"scripts\validate-roadmap-authority.ps1","G:\s43_work\s43_g11_work\scripts\validate-roadmap-authority.ps1",".ps1","SCRIPT_SUPPORT","2056","bbd2d1e047b8b7ecf48b6cea385e149733157f0154b6a65c38116721aa67d6fb"
"scripts\verify_audit_chain.py","G:\s43_work\s43_g11_work\scripts\verify_audit_chain.py",".py","SCRIPT_SUPPORT","3108","6a2a2de20138b7dc475b12646c9a9f48e9ebf990f0ece2c9b8519c63d220c129"
"scripts\verify-governance-closeout.ps1","G:\s43_work\s43_g11_work\scripts\verify-governance-closeout.ps1",".ps1","SCRIPT_SUPPORT","6656","6cda4508bfe9fefb35c2780fd62b7751678fd0eddcb75d0d90bd3528cd8e3581"
"scripts\verify-readiness-pr.ps1","G:\s43_work\s43_g11_work\scripts\verify-readiness-pr.ps1",".ps1","SCRIPT_SUPPORT","8233","86905d9a3b86a3e184071d695e6b6ca2068d9f5257f9710e26e87ada512237be"
"scripts\verify-roadmap-smoke.ps1","G:\s43_work\s43_g11_work\scripts\verify-roadmap-smoke.ps1",".ps1","SCRIPT_SUPPORT","3170","07c0205a505b86c015bb43201d7d60ddfbffe60624a35338c41d175397698f1a"
"scripts\Write-AtomicJson.ps1","G:\s43_work\s43_g11_work\scripts\Write-AtomicJson.ps1",".ps1","SCRIPT_SUPPORT","3024","25cb798d79ada2c6e37e615c639be19c833baa55bc221e945b9dc1cd0d7bf28f"
"scripts\Write-Journal.ps1","G:\s43_work\s43_g11_work\scripts\Write-Journal.ps1",".ps1","SCRIPT_SUPPORT","3704","1488ad52e84203c94657e3c08bdff66837111b95b05f052824a9fbd1ec0f8836"
"tests\__init__.py","G:\s43_work\s43_g11_work\tests\__init__.py",".py","TEST","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"tests\powershell\test-write-atomic-json.ps1","G:\s43_work\s43_g11_work\tests\powershell\test-write-atomic-json.ps1",".ps1","TEST","6092","a147dc810c245704b63849fa860d4f55d6481338e6c165ffc63093448480c31c"
"tests\powershell\test-write-journal.ps1","G:\s43_work\s43_g11_work\tests\powershell\test-write-journal.ps1",".ps1","TEST","3519","3d9ea12d9296c1c814cf0cd4b6dba5b4637d373474e721ef50c8efb80bb6b9be"
"tests\property\__init__.py","G:\s43_work\s43_g11_work\tests\property\__init__.py",".py","TEST","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"tests\property\strategies.py","G:\s43_work\s43_g11_work\tests\property\strategies.py",".py","TEST","604","cff3ea8177448311ce4baaf40fff6c2a83763eb04748301ecd72758e43aa6530"
"tests\property\test_position_invariants.py","G:\s43_work\s43_g11_work\tests\property\test_position_invariants.py",".py","TEST","712","d0c50a89a501d8ae49dcab90df6b451479d877289432dfd0e5ffa64fc58cd472"
"tests\property\test_replay_determinism.py","G:\s43_work\s43_g11_work\tests\property\test_replay_determinism.py",".py","TEST","478","b831287f611211022d7a3fc9d815448c937e73b013a48e6bd5d77e557f0d8668"
"tests\replay\test_golden_replay.py","G:\s43_work\s43_g11_work\tests\replay\test_golden_replay.py",".py","TEST","558","090e38369e4c7feae45887f6b25907518a6b66abbcc570c6833bb22bb0006992"
"tests\test_artifact_evidence_ledger.py","G:\s43_work\s43_g11_work\tests\test_artifact_evidence_ledger.py",".py","TEST","871","448bc217e30bb975a0aa8e6b70546cd21005af81cab5da13b912aacc9bb4edf9"
"tests\test_artifact_retention.py","G:\s43_work\s43_g11_work\tests\test_artifact_retention.py",".py","TEST","1947","c7c678c28f7346217fc27cd4afd8950c0f651cb01372344ebd746fc89162bdd6"
"tests\test_artifact_retention_ci_gate.py","G:\s43_work\s43_g11_work\tests\test_artifact_retention_ci_gate.py",".py","TEST","2264","5d971218ae0dded62e304feb7b775d00b9c4dbb8bf9ac0c83fdc3166fa8a05a0"
"tests\test_artifact_retention_negative.py","G:\s43_work\s43_g11_work\tests\test_artifact_retention_negative.py",".py","TEST","7870","1b8c8a9b5ca3e30035f5ae06f990019fbdb83ca368d11d7d15747f57e8c7bd3a"
"tests\test_artifact_retention_scheduled_audit.py","G:\s43_work\s43_g11_work\tests\test_artifact_retention_scheduled_audit.py",".py","TEST","3559","c73e412fbb3e31e9734d9c83c89f2aff68077e373d48b35c975911cc85678a35"
"tests\test_asoctl.py","G:\s43_work\s43_g11_work\tests\test_asoctl.py",".py","TEST","1498","1f11b10994db9b3928a625b40ac814d0b1770ab93b378f3b7f499c836a18042e"
"tests\test_asoctl_evidence_validate.py","G:\s43_work\s43_g11_work\tests\test_asoctl_evidence_validate.py",".py","TEST","823","147b2522caf35da38db0281b013341613297fce590cf00cb8d09b75602f06df2"
"tests\test_auto_pilot.py","G:\s43_work\s43_g11_work\tests\test_auto_pilot.py",".py","TEST","2473","646b117915d261390eac9a90a1e04de94ffad64e316caa3e3a5560bd34b4ad20"
"tests\test_autonomous_governance_operations_index.py","G:\s43_work\s43_g11_work\tests\test_autonomous_governance_operations_index.py",".py","TEST","2176","6037645f3e7ef5b3aa16b2a46d31ce7202f152274265291210f69d1a595e5e02"
"tests\test_autopilot_status.py","G:\s43_work\s43_g11_work\tests\test_autopilot_status.py",".py","TEST","4393","c8a25b50a40f60108af43dd9db99c254e8336818cc0a5e92036c347605d1e6c0"
"tests\test_business_positioning_contract.py","G:\s43_work\s43_g11_work\tests\test_business_positioning_contract.py",".py","TEST","1925","c03ae2b408d07130e1e04c36b64e434a1b98c89fdafec345276f1bbbcc4ee7cb"
"tests\test_commercial_authority_matrix_contract.py","G:\s43_work\s43_g11_work\tests\test_commercial_authority_matrix_contract.py",".py","TEST","2972","56795416dcc38d508f2169cf0b8f4dbde9b78e37215e89aa1b15098acd0d215d"
"tests\test_commercial_controls_enforcement_pack_contract.py","G:\s43_work\s43_g11_work\tests\test_commercial_controls_enforcement_pack_contract.py",".py","TEST","2175","096776f9802049670fc9e1e911c2d9e36dd2c87c1816dc76f63fb1c45b79a9eb"
"tests\test_commercial_sovereignty_revenue_protection_doctrine_contract.py","G:\s43_work\s43_g11_work\tests\test_commercial_sovereignty_revenue_protection_doctrine_contract.py",".py","TEST","2384","439245782ba1e930652d9c21693d7b438f2f221ffe494cdb672c812e8d8adfe5"
"tests\test_evidence_contract_guard.py","G:\s43_work\s43_g11_work\tests\test_evidence_contract_guard.py",".py","TEST","2172","9c8c371d3f8cc019ea01913be63649e2dc1196ffe7ca284b595be5534cb44aec"
"tests\test_evidence_integration.py","G:\s43_work\s43_g11_work\tests\test_evidence_integration.py",".py","TEST","2009","1d33699a8bcaec4f56db2630001e03bf3f08583a00682bb3ce44caec101e206f"
"tests\test_evidence_record_schema.py","G:\s43_work\s43_g11_work\tests\test_evidence_record_schema.py",".py","TEST","2422","d3b47b5db4825d944f9f4d9b2a148a76f9b1f117e4e0f0ae9643880f0e4f8196"
"tests\test_evidence_signer.py","G:\s43_work\s43_g11_work\tests\test_evidence_signer.py",".py","TEST","1370","92fb95e9d57d9ed31ed140c94899ae12fb5598c9351c0d3300231a724384503b"
"tests\test_evidence_writer.py","G:\s43_work\s43_g11_work\tests\test_evidence_writer.py",".py","TEST","1796","7b606c1496a0266bcfddf3292a5e15a4c844bbc2a87d692b2a7e1a28608ae24d"
"tests\test_global_commercial_hardening_addendum_contract.py","G:\s43_work\s43_g11_work\tests\test_global_commercial_hardening_addendum_contract.py",".py","TEST","1515","ca8ae5569a210d4e76dd64ccb5b84ec2712efc9020ecd8c4e2900966a7271b61"
"tests\test_global_commercial_resilience_framework_contract.py","G:\s43_work\s43_g11_work\tests\test_global_commercial_resilience_framework_contract.py",".py","TEST","1833","f3aaa4464af607557e9875d85f142a6f5b764d324bb47f7ae0c0e585e9adfba9"
"tests\test_global_governance_locks.py","G:\s43_work\s43_g11_work\tests\test_global_governance_locks.py",".py","TEST","2777","1bce598f8292dc676fe18f2181e205bcdc0a19bd4b05879f1c61efb6a3c68c68"
"tests\test_governance_32_canonical.py","G:\s43_work\s43_g11_work\tests\test_governance_32_canonical.py",".py","TEST","944","e7031fe9765fe38ea3dfb987bb639fa4495048a2112fd55e2e36fb11cf3b2485"
"tests\test_governance_bootstrap.py","G:\s43_work\s43_g11_work\tests\test_governance_bootstrap.py",".py","TEST","2564","d14150ce19431395c9c8c7b21aed004bad16324b0d7b2b51c3b1ff570ad2bba4"
"tests\test_governance_control_plane_contract.py","G:\s43_work\s43_g11_work\tests\test_governance_control_plane_contract.py",".py","TEST","2285","3925161e74429d6428349e3786959cb984499245ea762fba33868cca643dac2a"
"tests\test_governance_decision_contract.py","G:\s43_work\s43_g11_work\tests\test_governance_decision_contract.py",".py","TEST","1830","04930f86c3e1bb2dc8dd73272a32655bb7710be126193cf35dacc443ec3f6326"
"tests\test_governance_documents_manifest.py","G:\s43_work\s43_g11_work\tests\test_governance_documents_manifest.py",".py","TEST","1810","75dc56c4c00951b62aa6661596e0b25a1500dc0f61d6f19c50964aee457b657c"
"tests\test_governance_hardening_pack.py","G:\s43_work\s43_g11_work\tests\test_governance_hardening_pack.py",".py","TEST","1364","42f954c849f887ef26468919c32e1f49f788d22b7081565e3f58e43169d1a565"
"tests\test_ingestor_smoke.py","G:\s43_work\s43_g11_work\tests\test_ingestor_smoke.py",".py","TEST","1462","1fe18979bb2a521aa51798a873a10799c702019465cbd2ca5669b3ec9978f5a0"
"tests\test_p33_validator.py","G:\s43_work\s43_g11_work\tests\test_p33_validator.py",".py","TEST","2929","f9e0c063484b2a7aab7b7660d642bcb7036bf57560cabd34b99437edaf5e3684"
"tests\test_p34_ledger.py","G:\s43_work\s43_g11_work\tests\test_p34_ledger.py",".py","TEST","2403","126be6d8d19e267b156e124fafe49f520b4c25cbba67a0c232330f132b767903"
"tests\test_p35_commercial_positioning.py","G:\s43_work\s43_g11_work\tests\test_p35_commercial_positioning.py",".py","TEST","2091","2abc46f0530af9c5aa350e6df6be0bc567a4248109de0d4bb23526c688f9f8e2"
"tests\test_p36_ledger_signing.py","G:\s43_work\s43_g11_work\tests\test_p36_ledger_signing.py",".py","TEST","1196","f0da2e8c85dc928a17bcf2b6aad12c1456b727bc6a55e8cc50aa257f3768b9c2"
"tests\test_project_constitution_pack.py","G:\s43_work\s43_g11_work\tests\test_project_constitution_pack.py",".py","TEST","2742","7403b13ac1ff2bbf3d807fc94bbdde25ba466a8f072d61926815209db7c16e3a"
"tests\test_provenance_attestation.py","G:\s43_work\s43_g11_work\tests\test_provenance_attestation.py",".py","TEST","1896","6c5565e36e8162423e0b445cdcafb6ee4772978ee7fff911b9ee92a281d661ad"
"tests\test_provenance_attestation_negative.py","G:\s43_work\s43_g11_work\tests\test_provenance_attestation_negative.py",".py","TEST","8105","9e8daf45b8d10c8dfbab109736ed9d7d9263e81e03bb0c627f8fb17977513ed9"
"tests\test_readme_governance_entrypoint.py","G:\s43_work\s43_g11_work\tests\test_readme_governance_entrypoint.py",".py","TEST","475","435ba50bed23c8fe5e20f8a0abee1287ea2b794637266cacef50a43efda5a68e"
"tests\test_release_attestation.py","G:\s43_work\s43_g11_work\tests\test_release_attestation.py",".py","TEST","1158","3ab40326415a6d9eca01752ac51f76672dc42d7593b8412e734ecf230e16f04e"
"tests\test_release_attestation_negative.py","G:\s43_work\s43_g11_work\tests\test_release_attestation_negative.py",".py","TEST","2367","94f9cbf3c6dcf24ac35c51e93ca3ae4a8d85caef6521934ba652599e41fbfec3"
"tests\test_release_audit_trail.py","G:\s43_work\s43_g11_work\tests\test_release_audit_trail.py",".py","TEST","1064","f8e53218d83929555c155bc2486d3a1f59473cd830a2db088b40ab2f8fa3c836"
"tests\test_release_audit_trail_negative.py","G:\s43_work\s43_g11_work\tests\test_release_audit_trail_negative.py",".py","TEST","1675","0f57af2439b1257dda909cb02ef9e734815315e39b4c1b4f915d1270d9869389"
"tests\test_release_evidence_bundle.py","G:\s43_work\s43_g11_work\tests\test_release_evidence_bundle.py",".py","TEST","1194","5a164f8ee5e0463c0555c459f6ec1ef4df1da8368792638ac5501ccbebff3001"
"tests\test_release_evidence_bundle_negative.py","G:\s43_work\s43_g11_work\tests\test_release_evidence_bundle_negative.py",".py","TEST","2899","5947c40e4da4e4533b819a37e9519f4f20e7cd736f3f4d38104760c6fe5e645a"
"tests\test_release_governance_ci_gate.py","G:\s43_work\s43_g11_work\tests\test_release_governance_ci_gate.py",".py","TEST","833","9f843dfa92d8075deeee19694e5411f3432dfdd593afeafd701bc19fda25d75b"
"tests\test_release_governance_docs.py","G:\s43_work\s43_g11_work\tests\test_release_governance_docs.py",".py","TEST","1764","8a304d5be68846e0277c8072eadd17eec50397a123dea16f89121684b1c11736"
"tests\test_release_governance_enforcement.py","G:\s43_work\s43_g11_work\tests\test_release_governance_enforcement.py",".py","TEST","1146","af6e2ba7812a29549f46df5ae2934cd5ae987181ca734bad6c8dc6a94860feaf"
"tests\test_resolve_next_action.py","G:\s43_work\s43_g11_work\tests\test_resolve_next_action.py",".py","TEST","3173","dfccb8c0626f68e6f41b041887ecf29cbbb94fdd99e3f768d619be7d319c94e3"
"tests\test_risk_guard_dry_run.py","G:\s43_work\s43_g11_work\tests\test_risk_guard_dry_run.py",".py","TEST","1371","faa7db6f4978425bbe5dd38c93484161e63924e941197f6aee2b6d0392f1f2d5"
"tests\test_risk_guard_input_validation.py","G:\s43_work\s43_g11_work\tests\test_risk_guard_input_validation.py",".py","TEST","1019","7ee72d35ff71fa92ec95e4458c1bff2be72b1e9ef9bb6f9d414246ccaddf8717"
"tests\test_risk_guard_observer.py","G:\s43_work\s43_g11_work\tests\test_risk_guard_observer.py",".py","TEST","1200","16b2a82100e1d85eeaa4d883fc2a83beae4f9b86d6a010377c0c7a3d3be7b5b8"
"tests\test_risk_guard_rules.py","G:\s43_work\s43_g11_work\tests\test_risk_guard_rules.py",".py","TEST","1719","189b47b2bcaa2f6f09b6561c6a702b6fce9577cfc6fa7be7d8d5a7d669bb0f82"
"tests\test_risk_guard_validation.py","G:\s43_work\s43_g11_work\tests\test_risk_guard_validation.py",".py","TEST","1482","347854dbaf50407c13ef338379f73dfbee4683d86f9796a24a2896ed3d17dd50"
"tests\test_roadmap_governance.py","G:\s43_work\s43_g11_work\tests\test_roadmap_governance.py",".py","TEST","2376","55532758c45ed5f732076bfea097f29bf9d3b6d766cf0c292a5e328b2947368e"
"tests\test_roadmap_integrity.py","G:\s43_work\s43_g11_work\tests\test_roadmap_integrity.py",".py","TEST","784","7fba88c8887ed1a8fb2781199f07b5f0d543df7b613dfa0e4e2accc75ea021f8"
"tests\test_root_evidence_record_schema.py","G:\s43_work\s43_g11_work\tests\test_root_evidence_record_schema.py",".py","TEST","2228","f2d7f51867fc1477d90eed657cb787908a178df06d68efaf0e78375ec1859257"
"tests\test_sbom.py","G:\s43_work\s43_g11_work\tests\test_sbom.py",".py","TEST","2457","de7e45e4d218ebba41c00fe0dc96046afb08c5275490079225c72e6358fcfb0e"
"tests\test_sbom_negative.py","G:\s43_work\s43_g11_work\tests\test_sbom_negative.py",".py","TEST","4765","0b9ba916510d82ace3a4fd1ae214eee3a46462ae4c7a2dee6423e3cb6ec41ba2"
"tests\test_strategic_control_plane_contract.py","G:\s43_work\s43_g11_work\tests\test_strategic_control_plane_contract.py",".py","TEST","3748","232be86533f5316c4243fd046a021c0d2601a549c3dd0aa92603a24a47d17be1"
"tests\test_supply_chain_integrity.py","G:\s43_work\s43_g11_work\tests\test_supply_chain_integrity.py",".py","TEST","1308","8ab030caed42e43b817ffd609a860dce28c0ce2d91cc2f2fe53b7216514f66d1"
"tests\test_supply_chain_integrity_negative.py","G:\s43_work\s43_g11_work\tests\test_supply_chain_integrity_negative.py",".py","TEST","4671","f70cdd1b22125484c6430ac0f3809d037d7c8f3bfaa29c158fc4ec744839f15f"
"tests\test_top_level_commercial_doctrine_contract.py","G:\s43_work\s43_g11_work\tests\test_top_level_commercial_doctrine_contract.py",".py","TEST","2089","27d608a55dc0d9332145b80ddfe6b07d0d8ba8f893c1e80dc45dc77d34cf6467"
"tests\unit\test_risk.py","G:\s43_work\s43_g11_work\tests\unit\test_risk.py",".py","TEST","791","35460bc3ececb1181ec2549ac9d2631b9041f4c74e4d380e6ea8ac721358f52e"
"tests\unit\test_transitions.py","G:\s43_work\s43_g11_work\tests\unit\test_transitions.py",".py","TEST","1268","e629083aa9a08d01399eb71b60552ca9d9eb0fbae94bd615b07789b030bbac87"
"tools\governance\roadmap_truth_check.py","G:\s43_work\s43_g11_work\tools\governance\roadmap_truth_check.py",".py","GOVERNANCE_VALIDATOR","1052","5ae35db6fa174add73bd1cba96ea0ed422b3bdd5e97f78ceb1cb8c6db73d7fb2"
"tools\governance\validate_roadmap_authority.py","G:\s43_work\s43_g11_work\tools\governance\validate_roadmap_authority.py",".py","GOVERNANCE_VALIDATOR","5708","dd34f95a47fe8a599ba54871b337317e4ea7d3d05e89ad6e7e43add601220458"
